track_id,genre_top,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence
153,Rock,0.9883055496,0.2556609004,0.9797737929,0.9730057241000001,0.12134199999999999,0.0517397623,90.241,0.0340178672
154,Rock,0.9701348869,0.3529461312,0.023851561900000002,0.9571128852,0.1132607212,0.0321767642,53.758,0.035631561
155,Rock,0.9816573443000001,0.1422492483,0.9121220855000001,0.9672939775,0.3635095155,0.0875269884,91.912,0.034325256400000004
169,Rock,0.9891411750000001,0.22597752810000002,0.7228348527,0.2630762793,0.0923705318,0.0534063523,94.322,0.0283472078
170,Rock,0.8866597102,0.2985183025,0.7443325625,0.9209504901000001,0.1395870184,0.0887810414,97.88,0.0735475474
171,Rock,0.6982777611000001,0.2858156458,0.2134937338,0.9556913003,0.08703592780000001,0.0640938189,125.645,0.15059913590000001
172,Rock,0.8155489042,0.1441250712,0.8927211866,0.9004301244,0.1047034668,0.1022936576,138.68,0.0349164186
173,Rock,0.8421128878,0.2852932287,0.5646886968,0.9516243456000001,0.1104813781,0.0406105474,166.552,0.254299214
174,Rock,0.36739264580000003,0.3396980706,0.8466394386,0.9091861794,0.19894398030000002,0.4626074726,70.887,0.0482427328
175,Rock,0.9939276168000001,0.3100899771,0.9524931303,0.27431147910000003,0.35423051910000003,0.8257439071,69.413,0.0334023117
176,Rock,0.8335160135,0.2065092789,0.779140487,0.9408410856,0.3723113985,0.07722714480000001,123.583,0.0281438157
177,Rock,0.7542752993,0.2091129065,0.5799592774,0.7368654346,0.1121648933,0.0733502023,95.932,0.0833302608
178,Rock,0.9955533218,0.1861459299,0.4130542364,0.9551374475000001,0.11171627640000001,0.040892505,61.316,0.252819344
179,Rock,0.9588732916,0.2746088553,0.9894824701,0.9193623081000001,0.5465156876,0.1853163118,84.173,0.0332076001
226,Rock,0.1325832964,0.5411565335,0.7572551846000001,0.8826174388,0.0994326594,0.0292159697,144.808,0.7335055159
228,Rock,0.0167591241,0.36195544960000003,0.8723790415,0.922775365,0.15177309,0.03860093,146.546,0.5326324643
247,Rock,0.9933968022,0.4419715548,0.4848943949,0.938292699,0.09289284610000001,0.0449218687,133.196,0.6382050743000001
249,Rock,0.9797552518,0.3717837511,0.5234081405000001,0.9688381615,0.1094469618,0.0703791312,168.606,0.3771696974
252,Rock,0.9931880002000001,0.7101448519,0.2506732431,0.9463424718000001,0.1059124645,0.0364616413,111.228,0.49051650830000004
255,Rock,0.9873281737,0.7035909913,0.4357120518,0.9017230301,0.1137581203,0.0676240084,122.811,0.9108207732
256,Rock,0.4302465419,0.2620499343,0.9720856699,0.8966929619,0.4073435898,0.15124495500000001,118.281,0.061796259900000004
257,Rock,0.3570855747,0.18934515840000002,0.9397064969000001,0.9456612187000001,0.14685011280000002,0.0640669936,83.959,0.20225971850000002
258,Rock,0.061475306900000005,0.2876325615,0.9386526141,0.8752996372,0.1165203541,0.0906159476,119.803,0.1425962452
303,Rock,0.9229070257,0.4408680304,0.24345172780000002,0.8597139689000001,0.11473834170000001,0.3378157945,129.598,0.5770688544
304,Rock,0.8656867699,0.2788749499,0.0669245556,0.9149633131,0.1115463316,0.0341102691,143.114,0.074577945
305,Rock,0.7642476101,0.7331117168,0.0794868304,0.9354613429,0.111640631,0.042528775000000005,108.131,0.10794645530000001
306,Rock,0.9679604945,0.3043261534,0.34257858350000003,0.7606700274,0.11113636800000001,0.0444210503,142.342,0.0985764972
307,Rock,0.7737696606000001,0.5520261656000001,0.2513276736,0.5689758335,0.1107430793,0.0506325527,117.247,0.3569842466
308,Rock,0.8814606250000001,0.47433414890000003,0.035017150500000004,0.9309336375,0.1047437663,0.0337121522,92.951,0.3192393982
309,Rock,0.33548142950000004,0.3902630916,0.021067362500000002,0.9375081467,0.0890456969,0.0414906452,60.382,0.039932121200000004
310,Rock,0.8079393952,0.5854778619000001,0.42456428160000004,0.8904640175,0.110307525,0.0391659925,142.579,0.20518295320000002
311,Rock,0.5666584153,0.6690948047,0.0575404526,0.1213279874,0.1062701681,0.0513554685,188.94,0.6943441968
312,Rock,0.9903200573000001,0.3620137829,0.4860880871,0.8482693407,0.0939208446,0.5671853131,91.32,0.3769774443
313,Rock,0.97720379,0.7488810231,0.1312602862,0.7658816688000001,0.1123659877,0.1340369193,101.106,0.5215820055
314,Rock,0.0781233043,0.7247998644,0.4309547519,0.0164872769,0.07082930330000001,0.0328616557,89.032,0.8506392186
315,Rock,0.4764016998,0.44301671340000004,0.1683930193,0.9096679701,0.1500001484,0.0564209944,107.08,0.5096621292
316,Rock,0.7971096734,0.4839170861,0.061000622000000004,0.5976705772,0.11034757140000001,0.1910664132,103.859,0.2525714531
317,Rock,0.968785317,0.3987545091,0.3337205089,0.9306147173,0.27720274910000003,0.0400438008,112.977,0.2408233784
318,Rock,0.6051765354,0.45289278200000005,0.259907492,0.9652117881000001,0.0993548237,0.07577977200000001,78.172,0.5171763460000001
319,Rock,0.8904984850000001,0.3164130813,0.0596131071,0.9133028781,0.1088080258,0.038778513800000004,133.934,0.1224173219
320,Rock,0.8644036436,0.6928453265000001,0.1165388521,0.7517062673,0.1070393409,0.12369138260000001,126.665,0.3398685308
321,Rock,0.8975934040000001,0.2547157554,0.2716163948,0.9586166184,0.08040395630000001,0.0325248017,147.547,0.1783694552
322,Rock,0.8004765473000001,0.43421764290000003,0.183197095,0.9392859408,0.12250383620000001,0.0787960323,143.529,0.146380735
323,Rock,0.9738249915,0.3350584873,0.12580337760000002,0.9223461572,0.11051736370000001,0.033583557800000004,73.895,0.1438152772
324,Rock,0.9672503126,0.5768811269,0.3434554245,0.9634766727,0.112806981,0.10542773970000001,111.988,0.43477721150000004
325,Rock,0.9279495207,0.5170652010000001,0.1289927395,0.9014819652,0.240380101,0.3963329322,114.819,0.48422366040000003
326,Rock,0.9333321724,0.6141929632,0.7112310951,0.8447467308000001,0.1543999131,0.5798972039,197.924,0.3809198059
327,Rock,0.9281708889,0.5530911896,0.3039368772,0.9542303232,0.1107517419,0.10740098540000001,110.039,0.6163680635000001
328,Rock,0.29754064620000004,0.6249534283,0.1768836222,0.8158711569,0.0928226301,0.055148622200000004,114.858,0.5036354927
331,Rock,0.8494241895,0.6947840274,0.25471693230000003,0.9581455137,0.1119720283,0.1139688424,85.471,0.5949017447
332,Rock,0.9936330021,0.47495815,0.5908228338,0.9007898400000001,0.1396605534,0.2288491592,101.637,0.2812481638
333,Rock,0.955110164,0.5169835966,0.1136564697,1.2840000000000001e-06,0.20870503810000002,0.7131848769,92.49,0.3895606555
334,Rock,0.9452163221000001,0.214346058,0.6419754173000001,0.9660182998,0.1110564782,0.0497727984,149.17,0.1870659257
335,Rock,0.7657886575,0.6351690515,0.2122345242,0.8605564634,0.0854054974,0.0378685886,111.807,0.3782501032
336,Rock,0.9363693247,0.5618753923,0.1422503769,0.5554748149000001,0.1115121356,0.0772406843,124.808,0.4708601967
337,Rock,0.8674526408000001,0.4619187079,0.4142781931,0.0148394587,0.2625170305,0.0957348647,87.092,0.6857585992
338,Rock,0.9845692599,0.4600573448,0.0436136523,0.2380050133,0.1029931791,0.0397912552,118.805,0.3161046811
339,Rock,0.9904914909,0.45256935600000003,0.09836243480000001,0.5763007833,0.116476751,0.0646204003,126.267,0.6096973499
